id,abbr,name,publisher,url,class,type,category
1,TOCS,ACM Transactions on Computer Systems,ACM,http://dblp.uni-trier.de/db/journals/tocs/,A,Journal,1
2,TOS,ACM Transactions on Storage,ACM,http://dblp.uni-trier.de/db/journals/tos/,A,Journal,1
3,TCAD,IEEE Transactions On Computer-Aided Design Of Integrated Circuits And System,IEEE,http://dblp.uni-trier.de/db/journals/tcad/,A,Journal,1
4,TC,IEEE Transactions on Computers,IEEE,http://dblp.uni-trier.de/db/journals/tc/,A,Journal,1
5,TPDS,IEEE Transactions on Parallel and Distributed Systems,IEEE,http://dblp.uni-trier.de/db/journals/tpds/,A,Journal,1
6,TACO,ACM Transactions on Architecture and Code Optimization,ACM,http://dblp.uni-trier.de/db/journals/taco/,B,Journal,1
7,TAAS,ACM Transactions on Autonomous and Adaptive Systems,ACM,http://dblp.uni-trier.de/db/journals/taas/,B,Journal,1
8,TODAES,ACM Transactions on Design Automation of Electronic Systems,ACM,http://dblp.uni-trier.de/db/journals/todaes/,B,Journal,1
9,TECS,ACM Transactions on Embedded Computing Systems,ACM,http://dblp.uni-trier.de/db/journals/tecs/,B,Journal,1
10,TRETS,ACM Transactions on Reconfigurable Technology and Systems,ACM,http://dblp.uni-trier.de/db/journals/trets/,B,Journal,1
11,TVLSI,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,IEEE,http://dblp.uni-trier.de/db/journals/tvlsi/,B,Journal,1
12,JPDC,Journal of Parallel and Distributed Computing,Elsevier,http://dblp.uni-trier.de/db/journals/jpdc/,B,Journal,1
13,JSA,Journal of Systems Architecture: Embedded Software Design,Elsevier,http://dblp.uni-trier.de/db/journals/jsa/,B,Journal,1
14,PARCO,Parallel Computing,Elsevier,http://dblp.uni-trier.de/db/conf/parco/,B,Journal,1
15,,Performance Evaluation: An International Journal,Elsevier,http://www.journals.elsevier.com/performance-evaluation/,B,Journal,1
16,JETC,ACM Journal on Emerging Technologies in Computing Systems,ACM,http://dblp.uni-trier.de/db/journals/jetc/,C,Journal,1
17,,Concurrency and Computation: Practice and Experience,Wiley,http://dblp.uni-trier.de/db/journals/concurrency/,C,Journal,1
18,DC,Distributed Computing,Springer,http://dblp.uni-trier.de/db/journals/dc/,C,Journal,1
19,FGCS,Future Generation Computer Systems,Elsevier,http://dblp.uni-trier.de/db/journals/fgcs/,C,Journal,1
20,TCC,IEEE Transactions on Cloud Computing,IEEE,https://dblp.uni-trier.de/db/journals/tcc/,C,Journal,1
21,Integration,"Integration, the VLSI Journal",Elsevier,http://dblp.uni-trier.de/db/journals/integration/,C,Journal,1
22,JETTA,Journal of Electronic Testing-Theory and Applications,Springer,http://link.springer.com/journal/10836,C,Journal,1
23,JGC,The Journal of Grid computing,Springer,http://link.springer.com/journal/10723,C,Journal,1
24,MICPRO,Microprocessors and Microsystems: Embedded Hardware Design,Elsevier,http://dblp.uni-trier.de/db/journals/mam/,C,Journal,1
25,RTS,Real-Time Systems,Springer,http://dblp.uni-trier.de/db/journals/rts/,C,Journal,1
26,TJSC,The Journal of Supercomputing,Springer,http://dblp.uni-trier.de/db/journals/tjs/,C,Journal,1
27,PPoPP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,ACM,http://dblp.uni-trier.de/db/conf/ppopp/,A,Conference,1
28,FAST,Conference on File and Storage Technologies,USENIX,http://dblp.uni-trier.de/db/conf/fast/,A,Conference,1
29,DAC,Design Automation Conference,ACM,https://dblp.uni-trier.de/db/conf/dac/,A,Conference,1
30,HPCA,High-Performance Computer Architecture,IEEE,http://dblp.uni-trier.de/db/conf/cnhpca/,A,Conference,1
31,MICRO,IEEE/ACM International Symposium on Microarchitecture,IEEE/ACM,http://dblp.uni-trier.de/db/journals/micro/,A,Conference,1
32,SC,"International Conference for High Performance Computing, Networking, Storage, and Analysis",IEEE,http://dblp.uni-trier.de/db/conf/sc/,A,Conference,1
33,ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,ACM,http://dblp.uni-trier.de/db/conf/asplos/,A,Conference,1
34,ISCA,International Symposium on Computer Architecture,ACM /IEEE,http://dblp.uni-trier.de/db/conf/isca/,A,Conference,1
35,USENIX ATC,USENIX Annul Technical Conference,USENIX,http://dblp.uni-trier.de/db/conf/usenix/index.html,A,Conference,1
36,SOCC,ACM Symposium on Cloud Computing,ACM,http://dblp.uni-trier.de/db/conf/cloud/,B,Conference,1
37,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,ACM,http://dblp.uni-trier.de/db/conf/spaa/,B,Conference,1
38,PODC,ACM Symposium on Principles of Distributed Computing,ACM,http://dblp.uni-trier.de/db/conf/podc/,B,Conference,1
39,FPGA,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,ACM,http://dblp.uni-trier.de/db/conf/fpga/,B,Conference,1
40,CGO,Code Generation and Optimization,IEEE/ACM,http://dblp.uni-trier.de/db/conf/cgo/,B,Conference,1
41,DATE,"Design, Automation & Test in Europe",IEEE/ACM,http://dblp.uni-trier.de/db/conf/date/,B,Conference,1
42,EuroSys,European Conference on Computer Systems,ACM,http://dblp.uni-trier.de/db/conf/eurosys/,B,Conference,1
43,HOT CHIPS,ACM Symposium on High Performance Chips,IEEE,http://www.hotchips.org/,B,Conference,1
44,CLUSTER,IEEE International Conference on Cluster Computing,IEEE,https://dblp.uni-trier.de/db/conf/cluster/,B,Conference,1
45,ICCD,International Conference on Computer Design,IEEE,http://dblp.uni-trier.de/db/conf/iccd/,B,Conference,1
46,ICCAD,International Conference on Computer-Aided Design,IEEE/ACM,http://dblp.uni-trier.de/db/conf/iccad/,B,Conference,1
47,ICDCS,International Conference on Distributed Computing Systems,IEEE,http://dblp.uni-trier.de/db/conf/icdcs/,B,Conference,1
48,CODES+ISSS,International Conference on Hardware/Software Co-design and System Synthesis,ACM/ IEEE,http://dblp.uni-trier.de/db/conf/codes/index.html,B,Conference,1
49,HiPEAC,International Conference on High Performance and Embedded Architectures and Compilers,ACM,http://dblp.uni-trier.de/db/conf/hipeac/,B,Conference,1
50,SIGMETRICS,International Conference on Measurement and Modeling of Computer Systems,ACM,http://dblp.uni-trier.de/db/conf/sigmetrics/,B,Conference,1
51,PACT,International Conference on Parallel Architectures and Compilation Techniques,IEEE/ACM,http://dblp.uni-trier.de/db/conf/IEEEpact/,B,Conference,1
52,ICPP,International Conference on Parallel Processing,,http://dblp.uni-trier.de/db/conf/icpp/,B,Conference,1
53,ICS,International Conference on Supercomputing,ACM,http://dblp.uni-trier.de/db/conf/ics/,B,Conference,1
54,VEE,International Conference on Virtual Execution Environments,ACM,http://dblp.uni-trier.de/db/conf/vee/,B,Conference,1
55,IPDPS,International Parallel & Distributed Processing Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ipps/,B,Conference,1
56,Performance,"International Symposium on Computer Performance, Modeling, Measurements and Evaluation",ACM,http://dblp.uni-trier.de/db/conf/performance/,B,Conference,1
57,HPDC,International Symposium on High Performance Distributed Computing,IEEE,http://dblp.uni-trier.de/db/conf/hpdc/,B,Conference,1
58,ITC,International Test Conference,IEEE,http://dblp.uni-trier.de/db/conf/itc/,B,Conference,1
59,LISA,Large Installation system Administration Conference,USENIX,http://dblp.uni-trier.de/db/conf/lisa/,B,Conference,1
60,MSST,Mass Storage Systems and Technologies,IEEE,http://dblp.uni-trier.de/db/conf/mss/,B,Conference,1
61,RTAS,Real-Time and Embedded Technology and Applications Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtas/,B,Conference,1
62,CF,ACM International Conference on Computing Frontiers,ACM,http://dblp.uni-trier.de/db/conf/cf,C,Conference,1
63,SYSTOR,ACM International Systems and Storage Conference,ACM,http://dblp.uni-trier.de/db/conf/systor/index.html,C,Conference,1
64,NOCS,ACM/IEEE International Symposium on Networks-on-Chip,ACM/IEEE,http://dblp.uni-trier.de/db/conf/nocs,C,Conference,1
65,ASAP,"Application-Specific Systems, Architectures, and Processors",IEEE,http://dblp.uni-trier.de/db/conf/asap,C,Conference,1
66,ASP-DAC,Asia and South Pacific Design Automation Conference,ACM/IEEE,http://dblp.uni-trier.de/db/conf/aspdac,C,Conference,1
67,Euro-Par,European Conference on Parallel and Distributed Computing,Springer,http://dblp.uni-trier.de/db/conf/europar/,C,Conference,1
68,ETS,European Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ets/,C,Conference,1
69,FPL,Field Programmable Logic and Applications,IEEE,http://dblp.uni-trier.de/db/conf/fpl/,C,Conference,1
70,FCCM,Field-Programmable Custom Computing Machines,IEEE,http://dblp.uni-trier.de/db/conf/fccm/,C,Conference,1
71,GLSVLSI,Great Lakes Symposium on VLSI,ACM/IEEE,http://dblp.uni-trier.de/db/conf/glvlsi/,C,Conference,1
72,ATS,IEEE Asian Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ats/,C,Conference,1
73,HPCC,IEEE International Conference on High Performance Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/hpcc/,C,Conference,1
74,HiPC,"IEEE International Conference on High Performance Computing, Data and Analytics",IEEE/ ACM,http://dblp.uni-trier.de/db/conf/hipc/index.html,C,Conference,1
75,MASCOTS,"IEEE International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",IEEE,http://dblp.uni-trier.de/db/conf/mascots/,C,Conference,1
76,ISPA,IEEE International Symposium on Parallel and Distributed Processing with Applications,IEEE,http://dblp.uni-trier.de/db/conf/ispa/,C,Conference,1
77,CCGRID,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",ACM/IEEE,http://dblp.uni-trier.de/db/conf/ccgrid/,C,Conference,1
78,NPC,IFIP International Conference on Network and Parallel Computing,Springer,http://dblp.uni-trier.de/db/conf/npc/,C,Conference,1
79,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,IEEE,http://dblp.uni-trier.de/db/conf/ica3pp/,C,Conference,1
80,CASES,"International Conference on Compilers, Architectures, and Synthesis for Embedded Systems",ACM,http://dblp.uni-trier.de/db/conf/cases/index.html,C,Conference,1
81,FPT,International Conference on Field-Programmable Technology,IEEE,http://dblp.uni-trier.de/db/conf/fpt/,C,Conference,1
82,ICPADS,International Conference on Parallel and Distributed Systems,IEEE,http://dblp.uni-trier.de/db/conf/icpads/,C,Conference,1
83,ISCAS,International Symposium on Circuits and Systems,IEEE,http://dblp.uni-trier.de/db/conf/iscas/,C,Conference,1
84,ISLPED,International Symposium on Low Power Electronics and Design,ACM/IEEE,http://dblp.uni-trier.de/db/conf/islped/,C,Conference,1
85,ISPD,International Symposium on Physical Design,ACM,http://dblp.uni-trier.de/db/conf/ispd/,C,Conference,1
86,HotI,Symposium on High-Performance Interconnects,IEEE,http://dblp.uni-trier.de/db/conf/hoti/,C,Conference,1
87,VTS,VLSI Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/vts/,C,Conference,1
88,JSAC,IEEE Journal of Selected Areas in Communications,IEEE,http://dblp.uni-trier.de/db/journals/jsac/,A,Journal,2
89,TMC,IEEE Transactions on Mobile Computing,IEEE,http://dblp.uni-trier.de/db/journals/tmc/,A,Journal,2
90,TON,IEEE/ACM Transactions on Networking,IEEE/ACM,http://dblp.uni-trier.de/db/journals/ton/,A,Journal,2
91,TOIT,ACM Transactions on Internet Technology,ACM,http://dblp.uni-trier.de/db/journals/toit/,B,Journal,2
92,TOMCCAP,"ACM Transactions on Multimedia Computing, Communications and Applications",ACM,http://dblp.uni-trier.de/db/journals/tomccap/,B,Journal,2
93,TOSN,ACM Transactions on Sensor Networks,ACM,http://dblp.uni-trier.de/db/journals/tosn/,B,Journal,2
94,CN,Computer Networks,Elsevier,http://dblp.uni-trier.de/db/journals/cn/,B,Journal,2
95,TCOM,IEEE Transactions on Communications,IEEE,http://dblp.uni-trier.de/db/journals/tcom/,B,Journal,2
96,TWC,IEEE Transactions on Wireless Communications,IEEE,http://dblp.uni-trier.de/db/journals/twc/,B,Journal,2
97,,Ad hoc Networks,Elsevier,http://dblp.uni-trier.de/db/journals/adhoc/,C,Journal,2
98,CC,Computer Communications,Elsevier,http://dblp.uni-trier.de/db/journals/comcom/,C,Journal,2
99,TNSM,IEEE Transactions on Network and Service Management,IEEE,http://dblp.uni-trier.de/db/journals/tnsm/,C,Journal,2
100,,IET Communications,IET,http://dblp.uni-trier.de/db/journals/iet-com/,C,Journal,2
101,JNCA,Journal of Network and Computer Applications,Elsevier,http://dblp.uni-trier.de/db/journals/jnca/,C,Journal,2
102,MONET,Mobile Networks & Applications,Springer,http://dblp.uni-trier.de/db/journals/monet/,C,Journal,2
103,,Networks,Wiley,http://dblp.uni-trier.de/db/journals/networks/,C,Journal,2
104,PPNA,Peer-to-Peer Networking and Applications,Springer,http://dblp.uni-trier.de/db/journals/ppna/,C,Journal,2
105,WCMC,Wireless Communications & Mobile Computing,Wiley.,http://dblp.uni-trier.de/db/journals/wicomm/,C,Journal,2
106,,Wireless Networks,Springer,http://dblp.uni-trier.de/db/journals/winet/,C,Journal,2
107,SIGCOMM,"ACM International Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",ACM,http://dblp.uni-trier.de/db/conf/sigcomm/index.html,A,Conference,2
108,MobiCom,ACM International Conference on Mobile Computing and Networking,ACM,http://dblp.uni-trier.de/db/conf/mobicom/,A,Conference,2
109,INFOCOM,IEEE International Conference on Computer Communications,IEEE,http://dblp.uni-trier.de/db/conf/infocom/,A,Conference,2
110,NSDI,Symposium on Network System Design and Implementation,USENIX,http://dblp.uni-trier.de/db/conf/nsdi/,A,Conference,2
111,SenSys,ACM Conference on Embedded Networked Sensor Systems,ACM,http://dblp.uni-trier.de/db/conf/sensys/,B,Conference,2
112,CoNEXT,ACM International Conference on emerging Networking EXperiments and Technologies,ACM,http://dblp.uni-trier.de/db/conf/conext/,B,Conference,2
113,SECON,IEEE Communications Society Conference on Sensor and Ad Hoc Communications and Networks,IEEE,http://dblp.uni-trier.de/db/conf/secon/,B,Conference,2
114,IPSN,International Conference on Information Processing in Sensor Networks,IEEE/ACM,http://dblp.uni-trier.de/db/conf/ipsn/,B,Conference,2
115,MobiSys,"International Conference on Mobile Systems, Applications, and Services",ACM,http://dblp.uni-trier.de/db/conf/mobisys/,B,Conference,2
116,ICNP,International Conference on Network Protocols,IEEE,http://dblp.uni-trier.de/db/conf/icnp/,B,Conference,2
117,MobiHoc,International Symposium on Mobile Ad Hoc Networking and Computing,ACM/IEEE,http://dblp.uni-trier.de/db/conf/mobihoc/,B,Conference,2
118,NOSSDAV,International Workshop on Network and Operating System Support for Digital Audio and Video,ACM,http://dblp.uni-trier.de/db/conf/nossdav/,B,Conference,2
119,IWQoS,International Workshop on Quality of Service,IEEE,http://dblp.uni-trier.de/db/conf/iwqos/,B,Conference,2
120,IMC,Internet Measurement Conference,ACM/USENIX,http://dblp.uni-trier.de/db/conf/imc/,B,Conference,2
121,ANCS,Architectures for Networking and Communications Systems,ACM/IEEE,http://dblp.uni-trier.de/db/conf/ancs/,C,Conference,2
122,APNOMS,Asia-Pacific Network Operations and Management Symposium,IFIP/IEEE,http://dblp.uni-trier.de/db/conf/apnoms/,C,Conference,2
123,FORTE,Formal Techniques for Networked and Distributed Systems,Springer,http://dblp.uni-trier.de/db/conf/forte/,C,Conference,2
124,LCN,IEEE Conference on Local Computer Networks,IEEE,http://dblp.uni-trier.de/db/conf/lcn/,C,Conference,2
125,GLOBECOM,IEEE Global Communications Conference,IEEE,http://dblp.uni-trier.de/db/conf/globecom/,C,Conference,2
126,ICC,IEEE International Conference on Communications,IEEE,http://dblp.uni-trier.de/db/conf/icc/,C,Conference,2
127,ICCCN,IEEE International Conference on Computer Communications and Networks,IEEE,http://dblp.uni-trier.de/db/conf/icccn/,C,Conference,2
128,MASS,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,IEEE,http://dblp.uni-trier.de/db/conf/mass/index.html,C,Conference,2
129,P2P,IEEE International Conference on P2P Computing,IEEE,http://dblp.uni-trier.de/db/conf/p2p/,C,Conference,2
130,IPCCC,IEEE International Performance Computing and Communications Conference,IEEE,http://dblp.uni-trier.de/db/conf/ipccc/,C,Conference,2
131,WoWMoM,IEEE International Symposium on a World of Wireless Mobile and Multimedia Networks,IEEE,http://dblp.uni-trier.de/db/conf/wowmom/,C,Conference,2
132,ISCC,IEEE Symposium on Computers and Communications,IEEE,http://dblp.uni-trier.de/db/conf/iscc/,C,Conference,2
133,WCNC,IEEE Wireless Communications & Networking Conference,IEEE,http://dblp.uni-trier.de/db/conf/wcnc/,C,Conference,2
134,Networking,IFIP International Conferences on Networking,IFIP,http://dblp.uni-trier.de/db/conf/networking/index.html,C,Conference,2
135,IM,IFIP/IEEE International Symposium on Integrated Network Management,IFIP/IEEE,http://dblp.uni-trier.de/db/conf/im/index.html,C,Conference,2
136,MSN,International Conference on Mobile Ad-hoc and Sensor Networks,IEEE,https://dblp.uni-trier.de/db/conf/msn/,C,Conference,2
137,MSWiM,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",ACM,http://dblp.uni-trier.de/db/conf/mswim/,C,Conference,2
138,WASA,"International Conference on Wireless Algorithms, Systems, and Applications",Springer,http://dblp.uni-trier.de/db/conf/wasa/,C,Conference,2
139,HotNets,The Workshop on Hot Topics in Networks,ACM,http://dblp.uni-trier.de/db/conf/hotnets/,C,Conference,2
140,TDSC,IEEE Transactions on Dependable and Secure Computing,IEEE,http://dblp.uni-trier.de/db/journals/tdsc/,A,Journal,3
141,TIFS,IEEE Transactions on Information Forensics and Security,IEEE,http://dblp.uni-trier.de/db/journals/tifs/,A,Journal,3
142,,Journal of Cryptology,Springer,http://dblp.uni-trier.de/db/journals/joc/,A,Journal,3
143,TOPS,ACM Transactions on Privacy and Security,ACM,https://tops.acm.org/,B,Journal,3
144,,Computers & Security,Elsevier,http://dblp.uni-trier.de/db/journals/compsec/,B,Journal,3
145,,"Designs, Codes and Cryptography",Springer,http://dblp.uni-trier.de/db/journals/dcc/,B,Journal,3
146,JCS,Journal of Computer Security,IOS Press,http://dblp.uni-trier.de/db/journals/jcs/,B,Journal,3
147,CLSR,Computer Law and Security Review,Elsevier,http://www.journals.elsevier.com/computer-law-and-security-review/,C,Journal,3
148,,EURASIP Journal on Information Security,Springer,http://dblp.uni-trier.de/db/journals/ejisec/,C,Journal,3
149,,IET Information Security,IET,http://dblp.uni-trier.de/db/journals/iet-ifs/,C,Journal,3
150,IMCS,Information Management & Computer Security,Emerald,http://dblp.uni-trier.de/db/journals/imcs/,C,Journal,3
151,IJICS,International Journal of Information and Computer Security,Inderscience,http://dblp.uni-trier.de/db/journals/ijics/,C,Journal,3
152,IJISP,International Journal of Information Security and Privacy,Idea Group Inc,http://dblp.uni-trier.de/db/journals/ijisp/,C,Journal,3
153,JISA,Journal of Information Security and Application,Elsevier,http://dblp.uni-trier.de/db/journals/istr/,C,Journal,3
154,SCN,Security and Communication Networks,Wiley,http://dblp.uni-trier.de/db/journals/scn/,C,Journal,3
155,CCS,ACM Conference on Computer and Communications Security,ACM,http://dblp.uni-trier.de/db/conf/ccs/,A,Conference,3
156,EUROCRYPT,European Cryptology Conference,Springer,http://dblp.uni-trier.de/db/conf/eurocrypt/,A,Conference,3
157,S&P,IEEE Symposium on Security and Privacy,IEEE,http://dblp.uni-trier.de/db/conf/sp/,A,Conference,3
158,CRYPTO,International Cryptology Conference,Springer,http://dblp.uni-trier.de/db/conf/crypto/,A,Conference,3
159,USENIX Security,Usenix Security Symposium,USENIX Association,http://dblp.uni-trier.de/db/conf/uss/,A,Conference,3
160,ACSAC,Annual Computer Security Applications Conference,IEEE,http://dblp.uni-trier.de/db/conf/acsac/,B,Conference,3
161,ASIACRYPT,Annual International Conference on the Theory and Application of Cryptology and Information Security,Springer,http://dblp.uni-trier.de/db/conf/asiacrypt/,B,Conference,3
162,ESORICS,European Symposium on Research in Computer Security,Springer,http://dblp.uni-trier.de/db/conf/esorics/,B,Conference,3
163,FSE,Fast Software Encryption,Springer,http://dblp.uni-trier.de/db/conf/fse/,B,Conference,3
164,CSFW,IEEE Computer Security Foundations Workshop,IEEE,http://dblp.uni-trier.de/db/conf/csfw/,B,Conference,3
165,SRDS,IEEE International Symposium on Reliable Distributed Systems,IEEE,http://dblp.uni-trier.de/db/conf/srds/,B,Conference,3
166,CHES,International Conference on Cryptographic Hardware and Embedded Systems,Springer,http://dblp.uni-trier.de/db/conf/ches/,B,Conference,3
167,DSN,International Conference on Dependable Systems and Networks,IEEE/IFIP,http://dblp.uni-trier.de/db/conf/dsn/,B,Conference,3
168,RAID,International Symposium on Recent Advances in Intrusion Detection,Springer,http://dblp.uni-trier.de/db/conf/raid/,B,Conference,3
169,PKC,International Workshop on Practice and Theory in Public Key Cryptography,Springer,http://dblp.uni-trier.de/db/conf/pkc/,B,Conference,3
170,NDSS,ISOC Network and Distributed System Security Symposium,ISOC,http://dblp.uni-trier.de/db/conf/ndss/,B,Conference,3
171,TCC,Theory of Cryptography Conference,Springer,http://dblp.uni-trier.de/db/conf/tcc/,B,Conference,3
172,WiSec,ACM Conference on Security and Privacy in Wireless and Mobile Networks,ACM,http://dblp.uni-trier.de/db/conf/wisec/,C,Conference,3
173,SACMAT,ACM Symposium on Access Control Models and Technologies,ACM,http://dblp.uni-trier.de/db/conf/sacmat/,C,Conference,3
174,DRM,ACM Workshop on Digital Rights Management,ACM,http://dblp.uni-trier.de/db/conf/drm/,C,Conference,3
175,IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,ACM,http://dblp.uni-trier.de/db/conf/ih/,C,Conference,3
176,ACNS,Applied Cryptography and Network Security,Springer,http://dblp.uni-trier.de/db/conf/acns/,C,Conference,3
177,AsiaCCS,Asia Conference on Computer and Communications Security,ACM,http://dblp.uni-trier.de/db/conf/ccs/,C,Conference,3
178,ACISP,AustralasiaConferenceonInformation SecurityandPrivacy,Springer,http://dblp.uni-trier.de/db/conf/acisp/,C,Conference,3
179,CT-RSA,"RSA Conference, Cryptographers' Track",Springer,http://dblp.uni-trier.de/db/conf/ctrsa/,C,Conference,3
180,DIMVA,Detection of Intrusions and Malware &Vulnerability Assessment,SIDAR、GI、Springer,http://dblp.uni-trier.de/db/conf/dimva/,C,Conference,3
181,DFRWS,Digital Forensic Research Workshop,Elsevier,http://dblp.uni-trier.de/db/conf/dfrws/,C,Conference,3
182,FC,Financial Cryptography and Data Security,Springer,http://dblp.uni-trier.de/db/conf/fc/,C,Conference,3
183,TrustCom,"IEEE International Conference on Trust,Security and Privacy in Computing and Communications",IEEE,http://dblp.uni-trier.de/db/conf/trustcom/,C,Conference,3
184,SEC,IFIP International Information Security Conference,Springer,http://dblp.uni-trier.de/db/conf/sec/,C,Conference,3
185,IFIP WG 11.9,IFIP WG 11.9 International Conference on Digital Forensics,Springer,http://www.ifip119.org/Conferences/,C,Conference,3
186,ISC,Information Security Conference,Springer,http://dblp.uni-trier.de/db/conf/isw/,C,Conference,3
187,ICDF2C,International Conference on Digital Forensics & Cyber Crime,Springer,http://dblp.uni-trier.de/db/conf/icdf2c/,C,Conference,3
188,ICICS,International Conference on Information and Communications Security,Springer,http://dblp.uni-trier.de/db/conf/icics/,C,Conference,3
189,SecureComm,International Conference on Security and Privacy in Communication Networks,ACM,http://dblp.uni-trier.de/db/conf/securecomm/,C,Conference,3
190,NSPW,New Security Paradigms Workshop,ACM,http://dblp.uni-trier.de/db/conf/nspw/,C,Conference,3
191,PAM,Passive and Active Measurement Conference,Springer,http://dblp.uni-trier.de/db/conf/pam/,C,Conference,3
192,PETS,Privacy Enhancing Technologies Symposium,Springer,http://dblp.uni-trier.de/db/conf/pet/,C,Conference,3
193,SAC,Selected Areas in Cryptography,Springer,http://dblp.uni-trier.de/db/conf/sacrypt/,C,Conference,3
194,SOUPS,Symposium On Usable Privacy and Security,ACM,http://dblp.uni-trier.de/db/conf/soups/,C,Conference,3
195,HotSec,USENIX Workshop on Hot Topics in Security,USENIX,http://www.usenix.org/events/,C,Conference,3
196,TOPLAS,ACM Transactions on Programming Languages & Systems,ACM,http://dblp.uni-trier.de/db/journals/toplas/,A,Journal,4
197,TOSEM,ACM Transactions on Software Engineering and Methodology,ACM,http://dblp.uni-trier.de/db/journals/tosem/,A,Journal,4
198,TSE,IEEE Transactions on Software Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tse/,A,Journal,4
199,ASE,Automated Software Engineering,Springer,http://dblp.uni-trier.de/db/journals/ase/,B,Journal,4
200,ESE,Empirical Software Engineering,Springer,http://dblp.uni-trier.de/db/journals/ese/,B,Journal,4
201,TSC,IEEE Transactions on Service Computing,IEEE,http://dblp.uni-trier.de/db/journals/tsc/,B,Journal,4
202,IETS,IET Software,IET,http://dblp.uni-trier.de/db/journals/iee/index.html,B,Journal,4
203,IST,Information and Software Technology,Elsevier,http://dblp.uni-trier.de/db/journals/infsof/index.html,B,Journal,4
204,JFP,Journal of Functional Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/jfp/,B,Journal,4
205,,Journal of Software: Evolution and Process,Wiley,http://dblp.uni-trier.de/db/journals/smr/,B,Journal,4
206,JSS,Journal of Systems and Software,Elsevier,http://dblp.uni-trier.de/db/journals/jss/,B,Journal,4
207,RE,Requirements Engineering,Springer,http://dblp.uni-trier.de/db/journals/re/,B,Journal,4
208,SCP,Science of Computer Programming,Elsevier,http://dblp.uni-trier.de/db/journals/scp/,B,Journal,4
209,SoSyM,Software and System Modeling,Springer,http://dblp.uni-trier.de/db/journals/sosym/,B,Journal,4
210,STVR,"Software Testing, Verification and Reliability",Wiley,http://dblp.uni-trier.de/db/journals/stvr/index.html,B,Journal,4
211,SPE,Software: Practice and Experience,Wiley,http://dblp.uni-trier.de/db/journals/spe/,B,Journal,4
212,CL,"Computer Languages, Systems and Structures",Elsevier,http://dblp.uni-trier.de/db/journals/cl/index.html,C,Journal,4
213,IJSEKE,International Journal on Software Engineering and Knowledge Engineering,World Scientific,http://dblp.uni-trier.de/db/journals/ijseke/index.html,C,Journal,4
214,STTT,International Journal on Software Tools for Technology Transfer,Springer,http://dblp.uni-trier.de/db/journals/sttt/,C,Journal,4
215,JLAP,Journal of Logic and Algebraic Programming,Elsevier,http://dblp.uni-trier.de/db/journals/jlp/jlap.html,C,Journal,4
216,JWE,Journal of Web Engineering,Rinton Press,http://dblp.uni-trier.de/db/journals/jwe/,C,Journal,4
217,SOCA,Service Oriented Computing and Applications,Springer,http://dblp.uni-trier.de/db/journals/soca/,C,Journal,4
218,SQJ,Software Quality Journal,Springer,http://dblp.uni-trier.de/db/journals/sqj/,C,Journal,4
219,TPLP,Theory and Practice of Logic Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/tplp/,C,Journal,4
220,PLDI,ACM SIGPLAN Symposium on Programming Language Design & Implementation,ACM,http://dblp.uni-trier.de/db/conf/pldi/,A,Conference,4
221,POPL,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,ACM,http://dblp.uni-trier.de/db/conf/popl/,A,Conference,4
222,FSE/ESEC,ACM SIGSOFT Symposium on the Foundation of Software Engineering/ European Software Engineering Conference,ACM,http://dblp.uni-trier.de/db/conf/sigsoft/,A,Conference,4
223,SOSP,ACM Symposium on Operating Systems Principles,ACM,http://dblp.uni-trier.de/db/conf/sosp/,A,Conference,4
224,OOPSLA,"Conference on Object-Oriented Programming Systems, Languages,and Applications",ACM,http://dblp.uni-trier.de/db/conf/oopsla/,A,Conference,4
225,ASE,International Conference on Automated Software Engineering,IEEE/ACM,http://dblp.uni-trier.de/db/conf/kbse/,A,Conference,4
226,ICSE,International Conference on Software Engineering,ACM/IEEE,http://dblp.uni-trier.de/db/conf/icse/,A,Conference,4
227,ISSTA,International Symposium on Software Testing and Analysis,ACM,http://dblp.uni-trier.de/db/conf/issta/,A,Conference,4
